Species	Protein ID	Family	Genome/EST	Category
Arabidopsis thaliana	AT4G21750.2	HB	Genome	TF
Arabidopsis thaliana	AT4G25530.1	HB	Genome	TF
Arabidopsis thaliana	AT4G29940.1	HB	Genome	TF
Arabidopsis thaliana	AT4G32040.1	HB	Genome	TF
Arabidopsis thaliana	AT4G32880.1	HB	Genome	TF
Arabidopsis thaliana	AT4G32980.1	HB	Genome	TF
Arabidopsis thaliana	AT4G34610.1	HB	Genome	TF
Arabidopsis thaliana	AT4G34610.2	HB	Genome	TF
Arabidopsis thaliana	AT4G35550.1	HB	Genome	TF
Arabidopsis thaliana	AT4G36740.1	HB	Genome	TF
Arabidopsis thaliana	AT4G36870.1	HB	Genome	TF
Arabidopsis thaliana	AT4G36870.2	HB	Genome	TF
Arabidopsis thaliana	AT4G37790.1	HB	Genome	TF
Arabidopsis thaliana	AT4G40060.1	HB	Genome	TF
Arabidopsis thaliana	AT5G02030.1	HB	Genome	TF
Arabidopsis thaliana	AT5G03790.1	HB	Genome	TF
Arabidopsis thaliana	AT5G05770.1	HB	Genome	TF
Arabidopsis thaliana	AT5G06710.1	HB	Genome	TF
Arabidopsis thaliana	AT5G11060.1	HB	Genome	TF
Arabidopsis thaliana	AT5G15150.1	HB	Genome	TF
Arabidopsis thaliana	AT5G17320.1	HB	Genome	TF
Arabidopsis thaliana	AT5G17810.1	HB	Genome	TF
Arabidopsis thaliana	AT5G25220.1	HB	Genome	TF
Arabidopsis thaliana	AT5G25220.2	HB	Genome	TF
Arabidopsis thaliana	AT5G41410.1	HB	Genome	TF
Arabidopsis thaliana	AT5G44180.1	HB	Genome	TF
Arabidopsis thaliana	AT5G45980.1	HB	Genome	TF
Arabidopsis thaliana	AT5G46010.1	HB	Genome	TF
Arabidopsis thaliana	AT5G46880.1	HB	Genome	TF
Arabidopsis thaliana	AT5G47370.1	HB	Genome	TF
Arabidopsis thaliana	AT5G52170.1	HB	Genome	TF
Arabidopsis thaliana	AT5G53980.1	HB	Genome	TF
Arabidopsis thaliana	AT5G59340.1	HB	Genome	TF
Arabidopsis thaliana	AT5G60690.1	HB	Genome	TF
Arabidopsis thaliana	AT5G65310.1	HB	Genome	TF
Arabidopsis thaliana	AT5G65310.2	HB	Genome	TF
Arabidopsis thaliana	AT5G66700.1	HB	Genome	TF
Arabidopsis thaliana	AT4G26170.1	HRT	Genome	TF
Arabidopsis thaliana	AT5G56780.1	HRT	Genome	TF
Arabidopsis thaliana	AT1G32330.1	HSF	Genome	TF
Arabidopsis thaliana	AT1G46264.1	HSF	Genome	TF
Arabidopsis thaliana	AT1G67970.1	HSF	Genome	TF
Arabidopsis thaliana	AT1G77570.1	HSF	Genome	TF
Arabidopsis thaliana	AT2G26150.1	HSF	Genome	TF
Arabidopsis thaliana	AT2G26150.2	HSF	Genome	TF
Arabidopsis thaliana	AT2G41690.1	HSF	Genome	TF
Arabidopsis thaliana	AT3G02990.1	HSF	Genome	TF
Arabidopsis thaliana	AT3G22830.1	HSF	Genome	TF
Arabidopsis thaliana	AT3G24520.1	HSF	Genome	TF
Arabidopsis thaliana	AT3G51910.1	HSF	Genome	TF
Arabidopsis thaliana	AT3G63350.1	HSF	Genome	TF
Arabidopsis thaliana	AT4G11660.1	HSF	Genome	TF
Arabidopsis thaliana	AT4G13980.1	HSF	Genome	TF
Arabidopsis thaliana	AT4G17750.1	HSF	Genome	TF
Arabidopsis thaliana	AT4G18870.1	HSF	Genome	TF
Arabidopsis thaliana	AT4G18880.1	HSF	Genome	TF
Arabidopsis thaliana	AT4G36990.1	HSF	Genome	TF
Arabidopsis thaliana	AT5G03720.1	HSF	Genome	TF
Arabidopsis thaliana	AT5G16820.1	HSF	Genome	TF
Arabidopsis thaliana	AT5G16820.2	HSF	Genome	TF
Arabidopsis thaliana	AT5G43840.1	HSF	Genome	TF
Arabidopsis thaliana	AT5G45710.1	HSF	Genome	TF
Arabidopsis thaliana	AT5G54070.1	HSF	Genome	TF
Arabidopsis thaliana	AT5G62020.1	HSF	Genome	TF
Arabidopsis thaliana	AT5G61850.1	LFY	Genome	TF
Arabidopsis thaliana	AT1G01780.1	LIM	Genome	TF
Arabidopsis thaliana	AT1G10200.1	LIM	Genome	TF
Arabidopsis thaliana	AT2G39900.1	LIM	Genome	TF
Arabidopsis thaliana	AT2G45800.1	LIM	Genome	TF
Arabidopsis thaliana	AT3G55770.1	LIM	Genome	TF
Arabidopsis thaliana	AT3G55770.2	LIM	Genome	TF
Arabidopsis thaliana	AT3G55770.3	LIM	Genome	TF
Arabidopsis thaliana	AT3G55770.4	LIM	Genome	TF
Arabidopsis thaliana	AT3G55770.5	LIM	Genome	TF
Arabidopsis thaliana	AT3G61230.1	LIM	Genome	TF
Arabidopsis thaliana	AT1G06280.1	LOB	Genome	TF
Arabidopsis thaliana	AT1G07900.1	LOB	Genome	TF
Arabidopsis thaliana	AT1G16530.1	LOB	Genome	TF
Arabidopsis thaliana	AT1G31320.1	LOB	Genome	TF
Arabidopsis thaliana	AT1G36000.1	LOB	Genome	TF
Arabidopsis thaliana	AT1G65620.1	LOB	Genome	TF
Arabidopsis thaliana	AT1G65620.2	LOB	Genome	TF
Arabidopsis thaliana	AT1G65620.3	LOB	Genome	TF
Arabidopsis thaliana	AT1G65620.4	LOB	Genome	TF
Arabidopsis thaliana	AT1G67100.1	LOB	Genome	TF
Arabidopsis thaliana	AT1G68510.1	LOB	Genome	TF
Arabidopsis thaliana	AT1G72980.1	LOB	Genome	TF
Arabidopsis thaliana	AT2G19510.1	LOB	Genome	TF
Arabidopsis thaliana	AT2G19820.1	LOB	Genome	TF
Arabidopsis thaliana	AT2G23660.1	LOB	Genome	TF
Arabidopsis thaliana	AT2G28500.1	LOB	Genome	TF
Arabidopsis thaliana	AT2G30130.1	LOB	Genome	TF
Arabidopsis thaliana	AT2G30340.1	LOB	Genome	TF
Arabidopsis thaliana	AT2G31310.1	LOB	Genome	TF
Arabidopsis thaliana	AT2G40470.1	LOB	Genome	TF
Arabidopsis thaliana	AT2G42430.1	LOB	Genome	TF
Arabidopsis thaliana	AT2G42440.1	LOB	Genome	TF
Arabidopsis thaliana	AT2G45410.1	LOB	Genome	TF
Arabidopsis thaliana	AT2G45420.1	LOB	Genome	TF
Arabidopsis thaliana	AT3G02550.1	LOB	Genome	TF
Arabidopsis thaliana	AT3G03760.1	LOB	Genome	TF
Arabidopsis thaliana	AT3G11090.1	LOB	Genome	TF
Arabidopsis thaliana	AT3G13850.1	LOB	Genome	TF
Arabidopsis thaliana	AT3G26620.1	LOB	Genome	TF
Arabidopsis thaliana	AT3G26660.1	LOB	Genome	TF
Arabidopsis thaliana	AT3G27650.1	LOB	Genome	TF
Arabidopsis thaliana	AT3G27940.1	LOB	Genome	TF
Arabidopsis thaliana	AT3G47870.1	LOB	Genome	TF
Arabidopsis thaliana	AT3G49940.1	LOB	Genome	TF
Arabidopsis thaliana	AT3G50510.1	LOB	Genome	TF
Arabidopsis thaliana	AT3G58190.1	LOB	Genome	TF
Arabidopsis thaliana	AT4G00210.1	LOB	Genome	TF
Arabidopsis thaliana	AT4G00220.1	LOB	Genome	TF
Arabidopsis thaliana	AT4G22700.1	LOB	Genome	TF
Arabidopsis thaliana	AT4G37540.1	LOB	Genome	TF
Arabidopsis thaliana	AT5G06080.1	LOB	Genome	TF
Arabidopsis thaliana	AT5G15060.1	LOB	Genome	TF
Arabidopsis thaliana	AT5G35900.1	LOB	Genome	TF
Arabidopsis thaliana	AT5G63090.1	LOB	Genome	TF
Arabidopsis thaliana	AT5G63090.2	LOB	Genome	TF
Arabidopsis thaliana	AT5G63090.3	LOB	Genome	TF
Arabidopsis thaliana	AT5G63090.4	LOB	Genome	TF
Arabidopsis thaliana	AT5G66870.1	LOB	Genome	TF
Arabidopsis thaliana	AT5G67420.1	LOB	Genome	TF
Arabidopsis thaliana	AT1G01530.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G17310.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G18750.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G22130.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G22590.2	MADS	Genome	TF
Arabidopsis thaliana	AT1G24260.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G24260.2	MADS	Genome	TF
Arabidopsis thaliana	AT1G26310.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G28450.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G28460.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G29962.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G31140.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G31630.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G31640.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G46408.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G47760.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G48150.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G59810.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G60040.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G60880.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G60920.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G65300.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G65330.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G65360.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G69120.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G69540.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G71692.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G72350.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G77080.2	MADS	Genome	TF
Arabidopsis thaliana	AT1G77080.4	MADS	Genome	TF
Arabidopsis thaliana	AT1G77950.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G77950.2	MADS	Genome	TF
Arabidopsis thaliana	AT1G77980.1	MADS	Genome	TF
Arabidopsis thaliana	AT2G03060.1	MADS	Genome	TF
Arabidopsis thaliana	AT2G03060.2	MADS	Genome	TF
Arabidopsis thaliana	AT2G03710.1	MADS	Genome	TF
Arabidopsis thaliana	AT2G03710.2	MADS	Genome	TF
Arabidopsis thaliana	AT2G03710.3	MADS	Genome	TF
Arabidopsis thaliana	AT2G14210.1	MADS	Genome	TF
Arabidopsis thaliana	AT2G22540.1	MADS	Genome	TF
Arabidopsis thaliana	AT2G22630.1	MADS	Genome	TF
Arabidopsis thaliana	AT2G24840.1	MADS	Genome	TF
Arabidopsis thaliana	AT2G26320.1	MADS	Genome	TF
Arabidopsis thaliana	AT2G28700.1	MADS	Genome	TF
Arabidopsis thaliana	AT2G34440.1	MADS	Genome	TF
Arabidopsis thaliana	AT2G40210.1	MADS	Genome	TF
Arabidopsis thaliana	AT2G42830.1	MADS	Genome	TF
Arabidopsis thaliana	AT2G42830.2	MADS	Genome	TF
Arabidopsis thaliana	AT2G45650.1	MADS	Genome	TF
Arabidopsis thaliana	AT2G45660.1	MADS	Genome	TF
Arabidopsis thaliana	AT3G02310.1	MADS	Genome	TF
Arabidopsis thaliana	AT3G04100.1	MADS	Genome	TF
Arabidopsis thaliana	AT3G05860.1	MADS	Genome	TF
Arabidopsis thaliana	AT3G05860.2	MADS	Genome	TF
Arabidopsis thaliana	AT3G05860.3	MADS	Genome	TF
Arabidopsis thaliana	AT3G18650.1	MADS	Genome	TF
Arabidopsis thaliana	AT3G30260.1	MADS	Genome	TF
Arabidopsis thaliana	AT3G54340.1	MADS	Genome	TF
Arabidopsis thaliana	AT3G57230.1	MADS	Genome	TF
Arabidopsis thaliana	AT3G57230.2	MADS	Genome	TF
Arabidopsis thaliana	AT3G57390.1	MADS	Genome	TF
Arabidopsis thaliana	AT3G58780.1	MADS	Genome	TF
Arabidopsis thaliana	AT3G58780.2	MADS	Genome	TF
Arabidopsis thaliana	AT3G61120.1	MADS	Genome	TF
Arabidopsis thaliana	AT3G66656.1	MADS	Genome	TF
Arabidopsis thaliana	AT4G02235.1	MADS	Genome	TF
Arabidopsis thaliana	AT4G09960.1	MADS	Genome	TF
Arabidopsis thaliana	AT4G09960.2	MADS	Genome	TF
Arabidopsis thaliana	AT4G09960.3	MADS	Genome	TF
Arabidopsis thaliana	AT4G11250.1	MADS	Genome	TF
Arabidopsis thaliana	AT4G11880.1	MADS	Genome	TF
Arabidopsis thaliana	AT4G18960.1	MADS	Genome	TF
Arabidopsis thaliana	AT4G22950.1	MADS	Genome	TF
Arabidopsis thaliana	AT4G24540.1	MADS	Genome	TF
Arabidopsis thaliana	AT4G36590.1	MADS	Genome	TF
Arabidopsis thaliana	AT4G37940.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G04640.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G06500.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G10140.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G10140.2	MADS	Genome	TF
Arabidopsis thaliana	AT5G13790.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G15800.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G15800.2	MADS	Genome	TF
Arabidopsis thaliana	AT5G20240.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G23260.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G23260.2	MADS	Genome	TF
Arabidopsis thaliana	AT5G23260.3	MADS	Genome	TF
Arabidopsis thaliana	AT5G26580.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G26630.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G26650.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G26870.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G26950.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G27050.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G27070.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G27090.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G27090.2	MADS	Genome	TF
Arabidopsis thaliana	AT5G27130.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G27580.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G27944.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G27960.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G37415.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G38620.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G38740.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G39750.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G39810.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G40120.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G40220.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G41200.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G48670.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G49420.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G49490.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G51860.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G51860.2	MADS	Genome	TF
Arabidopsis thaliana	AT5G51870.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G51870.2	MADS	Genome	TF
Arabidopsis thaliana	AT5G55690.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G58890.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G60440.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G60910.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G62165.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G62165.2	MADS	Genome	TF
Arabidopsis thaliana	AT5G62165.3	MADS	Genome	TF
Arabidopsis thaliana	AT5G65050.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G65050.2	MADS	Genome	TF
Arabidopsis thaliana	AT5G65050.3	MADS	Genome	TF
Arabidopsis thaliana	AT5G65060.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G65060.2	MADS	Genome	TF
Arabidopsis thaliana	AT5G65070.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G65070.2	MADS	Genome	TF
Arabidopsis thaliana	AT5G65080.1	MADS	Genome	TF
Arabidopsis thaliana	AT5G65080.2	MADS	Genome	TF
Arabidopsis thaliana	AT5G65330.1	MADS	Genome	TF
Arabidopsis thaliana	AT1G21150.1	mTERF	Genome	TF
Arabidopsis thaliana	AT1G56380.1	mTERF	Genome	TF
Arabidopsis thaliana	AT1G61960.1	mTERF	Genome	TF
Arabidopsis thaliana	AT1G61970.1	mTERF	Genome	TF
Arabidopsis thaliana	AT1G61980.1	mTERF	Genome	TF
Arabidopsis thaliana	AT1G61990.1	mTERF	Genome	TF
Arabidopsis thaliana	AT1G62010.1	mTERF	Genome	TF
Arabidopsis thaliana	AT1G62085.1	mTERF	Genome	TF
Arabidopsis thaliana	AT1G62110.1	mTERF	Genome	TF
Arabidopsis thaliana	AT1G62120.1	mTERF	Genome	TF
Arabidopsis thaliana	AT1G62150.1	mTERF	Genome	TF
Arabidopsis thaliana	AT1G62490.1	mTERF	Genome	TF
Arabidopsis thaliana	AT1G74120.1	mTERF	Genome	TF
Arabidopsis thaliana	AT1G78930.1	mTERF	Genome	TF
Arabidopsis thaliana	AT1G79220.1	mTERF	Genome	TF
Arabidopsis thaliana	AT2G03050.1	mTERF	Genome	TF
Arabidopsis thaliana	AT2G21710.1	mTERF	Genome	TF
Arabidopsis thaliana	AT2G34620.1	mTERF	Genome	TF
Arabidopsis thaliana	AT2G36000.1	mTERF	Genome	TF
Arabidopsis thaliana	AT2G36000.2	mTERF	Genome	TF
Arabidopsis thaliana	AT2G44020.1	mTERF	Genome	TF
Arabidopsis thaliana	AT3G18870.1	mTERF	Genome	TF
Arabidopsis thaliana	AT3G46950.1	mTERF	Genome	TF
Arabidopsis thaliana	AT3G60400.1	mTERF	Genome	TF
Arabidopsis thaliana	AT4G02990.1	mTERF	Genome	TF
Arabidopsis thaliana	AT4G14605.1	mTERF	Genome	TF
Arabidopsis thaliana	AT4G19650.1	mTERF	Genome	TF
Arabidopsis thaliana	AT4G38160.1	mTERF	Genome	TF
Arabidopsis thaliana	AT4G38160.2	mTERF	Genome	TF
Arabidopsis thaliana	AT5G06810.1	mTERF	Genome	TF
Arabidopsis thaliana	AT5G07900.1	mTERF	Genome	TF
Arabidopsis thaliana	AT5G23930.1	mTERF	Genome	TF
Arabidopsis thaliana	AT5G45113.1	mTERF	Genome	TF
Arabidopsis thaliana	AT5G54180.1	mTERF	Genome	TF
Arabidopsis thaliana	AT5G55580.1	mTERF	Genome	TF
Arabidopsis thaliana	AT5G64950.1	mTERF	Genome	TF
Arabidopsis thaliana	AT1G06180.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G08810.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G09540.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G09770.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G14350.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G14350.2	MYB	Genome	TF
Arabidopsis thaliana	AT1G16490.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G17950.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G18570.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G18710.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G22640.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G25340.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G25340.2	MYB	Genome	TF
Arabidopsis thaliana	AT1G26780.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G34670.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G35515.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G48000.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G49010.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G56160.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G56650.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G57560.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G63910.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G66230.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G66370.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G66380.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G66390.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G68320.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G69560.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G73410.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G74080.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G74430.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G74650.1	MYB	Genome	TF
Arabidopsis thaliana	AT1G79180.1	MYB	Genome	TF
Arabidopsis thaliana	AT2G02820.1	MYB	Genome	TF
Arabidopsis thaliana	AT2G02820.2	MYB	Genome	TF
Arabidopsis thaliana	AT2G16720.1	MYB	Genome	TF
Arabidopsis thaliana	AT2G23290.1	MYB	Genome	TF
Arabidopsis thaliana	AT2G25230.1	MYB	Genome	TF
Arabidopsis thaliana	AT2G26950.1	MYB	Genome	TF
Arabidopsis thaliana	AT2G26960.1	MYB	Genome	TF
Arabidopsis thaliana	AT2G31180.1	MYB	Genome	TF
Arabidopsis thaliana	AT2G32460.1	MYB	Genome	TF
Arabidopsis thaliana	AT2G32460.2	MYB	Genome	TF
Arabidopsis thaliana	AT2G36890.1	MYB	Genome	TF
Arabidopsis thaliana	AT2G37630.1	MYB	Genome	TF
Arabidopsis thaliana	AT2G38090.1	MYB	Genome	TF
Arabidopsis thaliana	AT2G39880.1	MYB	Genome	TF
Arabidopsis thaliana	AT2G47190.1	MYB	Genome	TF
Arabidopsis thaliana	AT2G47460.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G01140.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G01530.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G02940.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G06490.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G08500.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G09230.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G09370.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G09370.2	MYB	Genome	TF
Arabidopsis thaliana	AT3G10590.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G10595.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G11280.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G11280.2	MYB	Genome	TF
Arabidopsis thaliana	AT3G11440.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G11450.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G12720.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G12820.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G13540.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G13890.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G13890.2	MYB	Genome	TF
Arabidopsis thaliana	AT3G18100.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G18100.2	MYB	Genome	TF
Arabidopsis thaliana	AT3G23250.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G24310.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G27785.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G27810.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G27920.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G28470.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G28910.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G29020.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G29020.2	MYB	Genome	TF
Arabidopsis thaliana	AT3G30210.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G46130.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G47600.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G48920.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G49690.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G50060.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G52250.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G53200.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G55730.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G60460.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G61250.1	MYB	Genome	TF
Arabidopsis thaliana	AT3G62610.1	MYB	Genome	TF
Arabidopsis thaliana	AT4G00540.1	MYB	Genome	TF
Arabidopsis thaliana	AT4G00540.2	MYB	Genome	TF
Arabidopsis thaliana	AT4G01680.1	MYB	Genome	TF
Arabidopsis thaliana	AT4G01680.2	MYB	Genome	TF
Arabidopsis thaliana	AT4G01680.3	MYB	Genome	TF
Arabidopsis thaliana	AT4G05100.1	MYB	Genome	TF
Arabidopsis thaliana	AT4G09460.1	MYB	Genome	TF
Arabidopsis thaliana	AT4G13480.1	MYB	Genome	TF
Arabidopsis thaliana	AT4G17785.1	MYB	Genome	TF
Arabidopsis thaliana	AT4G18770.1	MYB	Genome	TF
Arabidopsis thaliana	AT4G21440.1	MYB	Genome	TF
Arabidopsis thaliana	AT4G22680.1	MYB	Genome	TF
Arabidopsis thaliana	AT4G25560.1	MYB	Genome	TF
Arabidopsis thaliana	AT4G26930.1	MYB	Genome	TF
Arabidopsis thaliana	AT4G28110.1	MYB	Genome	TF
Arabidopsis thaliana	AT4G32730.1	MYB	Genome	TF
Arabidopsis thaliana	AT4G32730.2	MYB	Genome	TF
Arabidopsis thaliana	AT4G33450.1	MYB	Genome	TF
Arabidopsis thaliana	AT4G34990.1	MYB	Genome	TF
Arabidopsis thaliana	AT4G37260.1	MYB	Genome	TF
Arabidopsis thaliana	AT4G37780.1	MYB	Genome	TF
Arabidopsis thaliana	AT4G38620.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G01200.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G02320.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G04760.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G05790.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G06100.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G06100.2	MYB	Genome	TF
Arabidopsis thaliana	AT5G06100.3	MYB	Genome	TF
Arabidopsis thaliana	AT5G06110.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G07690.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G07700.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G08520.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G10280.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G11050.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G11510.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G11510.2	MYB	Genome	TF
Arabidopsis thaliana	AT5G12870.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G14340.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G14750.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G15310.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G15310.2	MYB	Genome	TF
Arabidopsis thaliana	AT5G16600.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G16770.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G16770.2	MYB	Genome	TF
Arabidopsis thaliana	AT5G17800.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G23000.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G23650.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G26660.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G35550.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G39700.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G40330.1	MYB	Genome	TF
Arabidopsis thaliana	AT5G40350.1	MYB	Genome	TF
